INCOME,AGE_IN_YEARS,HAS_CHILDREN,RENTER,OWNER,GOOD_CREDIT,COLLEGE_DEGREE,AVG_DIST_FROM_HOME,MILLENIAL,DISTANCE_FROM_HOME,TRAVELER,TIME_OF_DAY
17500.0058,38.645088,1,0,0,1,0,13.97,0,9,0,9
12500.0066,74.812897,1,0,0,1,0,5.79,0,3,0,10
47500.0041,56.14373,1,0,1,1,1,28.53,0,20,0,6
52500.0067,55.45070222,0,1,0,1,0,19.68,0,43,0,19
225000.0043,79.809913,1,0,1,1,0,38.88,0,29,0,17
47500.0027,92.224466,0,0,1,1,1,2.48,0,9,0,14
80372.17718,55.44470222,0,0,0,1,0,13.9,0,1,0,14
17500.003,72.895539,0,0,1,1,0,0.54,0,6,0,12
42500.0068,64.975999,0,0,1,0,0,0.14,0,9,0,9
42500.004,70.561153,0,0,0,0,0,2.14,0,8,0,14
87500.0019,83.306486,1,0,1,1,1,32.4,0,23,0,18
52500.0073,81.899155,1,0,1,1,1,10.4,0,6,0,14
47500.0077,42.731862,1,0,1,1,0,30.24,0,35,0,9
32500.0086,55.45260222,0,0,0,1,0,5.7,0,6,0,10
37500.0063,49.564137,1,0,1,1,1,44.85,0,35,0,13
17500.0021,57.559937,1,0,1,0,1,24.01,0,21,0,6
87500.0027,51.140277,1,0,1,1,0,45.36,0,34,0,6
5000.0008,56.893339,0,0,1,0,0,2.04,0,7,0,14
57500.0083,47.395021,1,0,1,1,1,51.84,0,39,0,15
80372.18198,55.44950222,0,0,0,1,0,11.04,0,5,0,13
37500.0092,69.901055,1,1,0,1,0,1.2,0,1,0,14
250000.0096,59.396321,0,0,1,1,1,17.64,0,40,0,18
62500.002,55.139577,1,0,1,1,1,26.28,0,40,0,11
70000.0064,51.477995,1,0,1,1,1,60.48,0,43,0,10
37500.0041,54.97193,1,0,1,1,1,29.7,0,42,0,13
27500.004,78.810297,0,0,1,1,1,1.99,0,6,0,14
87500.0075,57.480464,0,0,1,1,0,17.91,0,32,0,15
17500.0021,90.89327,0,0,1,1,0,3.04,0,8,0,11
22500.0049,40.478548,0,0,1,0,1,10.56,0,8,0,16
52500.0078,53.814782,0,0,1,1,0,22.89,0,32,0,17
87500.0008,63.387521,1,0,1,1,0,14.3,0,4,0,15
47500.0002,34.138461,1,0,0,1,0,24.44,0,43,0,9
62500.0011,77.38919,0,0,1,1,0,0.16,0,7,0,11
52500.0099,56.902439,1,0,1,1,0,23.85,0,28,0,8
37500.0032,88.057957,1,0,1,1,0,4.48,0,7,0,15
47500.0011,68.389875,0,0,1,1,1,3.42,0,7,0,10
17500.0004,81.38849,1,0,1,1,1,6.62,0,8,0,13
125000.0092,66.229597,0,0,1,1,0,17.64,0,26,0,16
80372.18378,55.45130222,0,0,0,1,0,9.68,0,2,0,10
42500.0015,60.308139,0,0,1,0,1,2.3,0,7,0,6
17500.001,90.807297,1,0,1,1,0,4.8,0,4,0,13
125000.0085,86.31377,0,0,1,1,1,16.85,0,39,0,19
57500.0071,89.814082,1,0,1,1,1,19.88,0,18,0,18
37500.0014,80.223166,1,0,0,0,0,2.48,0,8,0,16
22500.0098,74.90097,0,0,0,1,1,0.61,0,8,0,19
70000.0011,55.44510222,0,0,0,1,0,16.52,0,39,0,6
57500.0034,85.810382,1,0,1,1,0,5.53,0,269,1,9
47500.0063,68.813966,1,0,1,1,1,12.36,0,9,0,6
62500.0035,55.44750222,1,1,0,0,0,56.7,0,19,0,18
62500.0099,38.567053,1,0,1,1,0,51.48,0,22,0,13
5000.0018,53.726646,1,0,1,0,0,13.2,0,4,0,10
87500.0049,89.896755,1,0,1,1,0,20.52,0,39,0,9
42500.0091,84.901639,0,0,1,1,0,2.41,0,8,0,18
5000.0089,75.228613,0,0,0,0,1,2.09,0,3,0,15
70000.0028,81.475764,1,0,1,1,0,20.09,0,29,0,12
42500.0033,65.643273,1,0,1,1,0,1.2,0,6,0,8
17500.0021,74.641388,0,0,1,1,0,3.35,0,8,0,14
27500.0006,68.641257,0,0,1,1,0,1.29,0,6,0,14
37500.0078,80.566322,0,0,1,0,0,3.25,0,3,0,9
42500.0043,77.39239,0,0,1,0,0,3.44,0,8,0,19
47500.0029,55.44690222,1,0,0,1,0,3.12,0,500,1,14
70000.0007,81.969215,0,0,0,1,0,4.94,0,7,0,14
17500.0048,95.561268,0,0,1,1,1,1.45,0,1,0,16
80372.18418,55.45170222,0,0,1,0,0,9.84,0,2,0,11
17500.0024,68.309039,0,0,1,1,0,0.9,0,6,0,15
47500.0086,78.732762,0,0,1,1,1,2.35,0,9,0,13
87500.0043,58.057688,1,0,1,1,0,24.3,0,5,0,13
125000.0018,65.140746,0,0,1,1,1,18.84,0,1,0,19
57500.0021,55.44610222,1,0,1,1,0,31.32,0,33,0,15
80372.18608,55.45360222,0,0,0,0,0,13.44,0,3,0,19
57500.0075,55.45150222,0,0,1,1,0,6.6,0,8,0,12
17500.0036,57.39169,1,0,1,1,1,1.4,0,8,0,15
17500.0061,93.730946,0,0,1,1,0,2.8,0,7,0,19
37500.0013,77.893155,0,0,0,0,1,2.67,0,5,0,15
42500.0068,55.45080222,1,0,1,1,0,32.76,0,39,0,14
37500.0092,78.147461,1,0,1,1,0,0.85,0,6,0,6
5000.0025,72.971699,1,0,1,1,1,0.34,0,7,0,17
125000.0027,48.810366,1,0,1,1,1,50.76,0,22,0,15
225000.0075,57.647473,1,0,1,1,0,40.32,0,35,0,6
5000.0068,55.45080222,0,1,0,0,0,0.84,0,6,0,15
32500.0001,62.557253,0,0,1,1,1,3.14,0,8,0,6
250000.0056,56.974799,1,0,1,1,1,45.9,0,1,0,10
12500.0087,87.647304,1,0,1,1,0,8.67,0,7,0,7
27500.0068,83.976684,0,0,1,1,0,2.18,0,7,0,8
27500.0076,84.566122,0,0,1,1,1,2.98,0,430,1,12
80372.18508,53.39669,1,0,1,1,0,23.22,0,26,0,18
80372.17758,55.44510222,0,0,0,1,0,15.7,0,9,0,18
57500.004,81.39209,1,0,1,1,0,19.88,0,10,0,17
125000.0097,65.063773,0,0,1,1,0,16.59,0,31,0,17
32500.0081,75.394821,0,0,1,1,0,3.24,0,1,0,13
22500.0018,71.473395,0,0,1,1,0,0.56,0,3,0,19
52500.0016,65.641573,1,0,1,1,0,3,0,8,0,16
87500.0046,68.14423,0,0,1,1,0,16.08,0,38,0,19
37500.0097,55.45370222,1,0,1,1,0,18.99,0,42,0,7
27500.0037,75.141277,0,0,1,1,0,0.12,0,3,0,15
17500.0057,91.392421,0,0,1,1,0,3.18,0,4,0,9
80372.18528,55.45280222,0,0,0,1,0,1.2,0,3,0,12
32500.0091,100.397875,0,0,0,0,0,0.95,0,3,0,8
22500.009,75.899486,0,0,1,0,1,0.09,0,1,0,9
87500.009,55.395721,1,0,1,1,0,3.42,0,7,0,18
62500.0041,55.727577,1,0,1,1,0,40.18,0,36,0,10
57500.0022,70.89337,0,0,1,1,0,5.4,0,6,0,9
125000.0098,68.568322,1,0,1,1,1,61.92,0,34,0,8
42500.0066,55.45060222,1,0,1,0,1,30.8,0,38,0,10
5000.0074,79.394121,0,1,0,0,1,0.96,0,2,0,16
42500.0075,87.060204,0,0,1,1,1,2.22,0,1,0,12
5000.0014,69.222481,1,0,1,0,0,2.76,0,7,0,14
70000.0061,67.477695,1,0,1,0,1,24.84,0,33,0,18
57500.0093,55.313886,1,0,1,1,1,20.52,0,43,0,12
57500.0056,55.896086,1,0,1,1,0,48.16,0,18,0,7
47500.0056,51.143177,1,0,0,0,1,48.9,0,17,0,16
27500.0086,78.228997,1,0,1,1,0,8.37,0,7,0,12
32500.0052,48.226966,0,1,0,0,0,12.96,0,6,0,17
22500.0059,55.44990222,0,0,0,1,0,8.32,0,5,0,10
37500.0043,60.310939,0,0,1,1,0,3.98,0,7,0,11
57500.0028,55.44680222,0,0,1,1,0,24.72,0,39,0,6
87500.0058,75.729277,1,0,1,1,1,37.56,0,39,0,6
27500.0018,63.971684,1,0,1,1,0,5.48,0,7,0,13
32500.0018,59.892286,1,0,1,0,1,19.39,0,15,0,14
42500.0032,46.141461,0,0,0,0,1,9,0,8,0,15
62500.0051,58.143361,1,0,1,0,0,3.5,0,231,1,12
22500.0046,82.643888,0,1,0,0,0,1.14,0,6,0,7
70000.0024,45.308355,1,0,1,1,0,55.98,0,32,0,17
47500.0005,55.44450222,0,0,1,1,0,17.4,0,28,0,12
47500.009,65.977515,0,0,1,0,1,5.02,0,8,0,6
5000.0028,80.391575,0,0,1,1,0,0.13,0,6,0,8
80372.17698,55.44450222,0,0,1,1,0,6.8,0,7,0,17
27500.0054,43.142977,1,0,1,1,0,1.56,0,9,0,18
17500.0093,85.482264,1,0,1,1,0,6.39,0,1,0,19
52500.0076,66.731762,1,0,1,1,0,8.05,0,7,0,11
52500.0063,60.73183,0,0,1,1,0,1.7,0,8,0,8
32500.0011,54.725262,1,0,1,1,0,24.42,0,7,0,17
70000.0006,55.44460222,0,0,0,1,0,19.53,0,43,0,10
47500.0055,70.31077,1,0,1,1,0,13.72,0,6,0,7
27500.0034,76.72893,0,0,1,1,1,0.92,0,2,0,7
80372.18228,55.44980222,1,0,0,1,0,36.18,0,29,0,18
17500.007,84.14663,0,0,1,1,1,3.47,0,1,0,13
17500.0034,78.390806,0,0,1,1,0,0.43,0,9,0,19
70000.0092,60.978399,1,0,0,1,1,43.29,0,2,0,6
125000.0079,55.45190222,1,0,1,1,0,6.84,0,1,0,16
27500.0064,67.310986,0,0,1,1,0,0.47,0,8,0,9
62500.0021,56.14173,1,0,1,1,1,20.8,0,24,0,11
32500.0042,90.643488,0,0,1,0,1,1.53,0,8,0,14
37500.0009,92.808566,1,0,1,1,0,6.12,0,9,0,8
22500.0077,61.228781,0,0,0,0,0,1.59,0,7,0,7
37500.0095,63.899986,0,0,1,1,0,4.92,0,7,0,15
62500.0013,54.473579,1,0,1,1,0,22.32,0,26,0,12
80372.18548,55.45300222,0,0,1,0,0,2,0,5,0,18
37500.0038,73.728646,0,0,1,1,0,1.07,0,6,0,10
42500.0012,55.44520222,1,0,1,0,1,27.3,0,23,0,7
37500.0086,91.313186,0,0,1,1,0,0.51,0,5,0,17
47500.0055,65.563337,1,0,1,0,1,3.06,0,8,0,17
22500.0057,54.393106,0,0,0,0,0,8.8,0,5,0,11
27500.0091,85.063173,0,0,0,1,1,2.06,0,9,0,14
125000.0082,72.396975,1,0,1,1,0,28.86,0,19,0,16
32500.005,68.393775,0,1,0,0,0,0.94,0,9,0,13
57500.0036,78.475879,0,0,1,1,0,0.92,0,9,0,7
125000.0045,50.30977,1,0,0,1,0,18.36,0,24,0,12
27500.0002,56.72573,0,0,0,0,0,5.74,0,8,0,8
47500.0055,51.477095,1,0,1,1,0,4.65,0,9,0,16
57500.0021,55.44610222,1,0,1,1,1,44.46,0,40,0,6
80372.17778,55.44530222,0,0,0,1,0,9.1,0,9,0,10
62500.0092,76.14883,1,0,1,1,1,2.38,0,8,0,19
32500.006,55.45000222,1,0,1,1,0,33.66,0,42,0,9
80372.18558,55.45310222,0,0,0,1,0,25.84,0,4,0,6
37500.0024,55.44640222,1,0,1,1,1,25.74,0,12,0,9
125000.0047,60.14433,0,0,1,1,1,4.74,0,1,0,12
27500.0055,63.811113,0,0,0,0,1,0.59,0,7,0,13
70000.0024,85.727246,0,0,1,1,0,4.38,0,9,0,14
17500.0096,86.062988,0,0,1,1,0,0.21,0,4,0,12
12500.0068,55.45080222,1,0,0,0,1,22.22,0,29,0,7
80372.17698,54.387906,0,0,0,0,0,3.63,0,7,0,8
32500.0042,82.561353,0,0,0,0,0,0.35,0,1,0,19
12500.0097,66.31497,1,0,1,0,0,14.7,0,6,0,10
37500.0011,84.808766,0,0,1,1,0,3.28,0,4,0,14
32500.0058,64.060557,0,0,1,0,0,2.15,0,8,0,18
87500.0009,54.558053,0,0,1,1,1,11.31,0,2,0,8
42500.0061,45.813082,0,0,0,0,0,9.18,0,8,0,17
225000.0054,62.225797,1,0,1,1,0,22.05,0,2,0,11
87500.0087,68.397475,1,0,1,1,1,35.1,0,44,0,9
37500.0083,51.479895,0,0,1,1,1,4.27,0,9,0,12
22500.0092,84.315839,1,0,1,0,0,1.08,0,9,0,16
27500.0072,91.645804,0,0,1,1,0,2.42,0,8,0,15
22500.0024,64.894939,0,0,0,1,0,1.08,0,9,0,10
5000.0026,55.44660222,1,0,0,1,0,32,0,9,0,19
70000.0019,35.640504,0,0,1,1,1,18.76,0,43,0,15
52500.0026,72.895139,0,0,1,1,0,3.48,0,9,0,13
87500.0028,58.809097,0,0,1,1,0,4.4,0,1,0,16
57500.0001,74.472379,1,0,1,1,1,8.32,0,564,1,7
5000.0047,78.97253,1,0,1,0,1,6.93,0,1,0,9
17500.0013,80.72683,0,0,1,1,1,1,0,5,0,17
17500.0071,77.564937,0,0,1,1,0,2.27,0,7,0,19
57500.007,72.228766,1,0,1,1,1,21.98,0,34,0,14
125000.0044,71.224113,1,0,1,1,0,26.76,0,26,0,16
80372.18478,62.228697,0,0,0,0,0,15.78,0,4,0,14
125000.0092,60.73473,1,0,1,1,1,32.94,0,18,0,10
37500.0028,76.895339,1,0,1,1,0,4.84,0,9,0,19
27500.0058,84.14543,1,0,1,1,0,1.5,0,8,0,9
80372.17688,64.558922,0,0,0,0,0,9.4,0,1,0,14
80372.18078,64.72983,0,0,1,1,1,10.84,0,5,0,12
27500.003,62.475279,0,0,1,1,0,1.04,0,8,0,15
32500.001,66.221397,1,0,1,1,0,10.84,0,8,0,19
87500.0005,80.559022,0,0,1,1,0,3.27,0,242,1,11
47500.0096,69.649573,0,0,1,1,0,6.92,0,7,0,10
22500.0075,77.814482,0,0,1,0,0,1.72,0,4,0,9
87500.0073,55.45130222,1,0,1,1,0,55.8,0,27,0,16
32500.0052,68.059957,0,0,1,1,1,2.87,0,1,0,6
22500.0079,84.977099,0,1,0,0,0,2.5,0,1,0,16
32500.0002,73.968715,1,0,1,1,0,6.18,0,565,1,12
32500.0007,69.558537,0,0,1,1,1,2.41,0,8,0,16
17500.0093,56.14893,0,0,1,1,0,1.9,0,6,0,6
42500.0024,78.474679,0,0,1,0,0,2.17,0,7,0,8
80372.18158,55.44910222,0,0,0,1,0,35.42,0,25,0,9
42500.0052,70.31047,0,0,1,1,1,0.44,0,8,0,16
5000.0042,48.058957,1,0,1,0,0,3.24,0,7,0,18
42500.0085,76.315139,1,0,1,0,0,8.95,0,7,0,15
47500.0026,80.810266,0,0,1,1,0,0.26,0,4,0,18
27500.0061,79.392821,0,0,1,1,0,2.51,0,7,0,6
17500.0028,88.810466,0,0,1,1,1,2.12,0,7,0,16
87500.0066,67.478195,0,0,1,0,1,18.66,0,37,0,14
17500.0001,38.220497,0,0,1,0,0,7.23,0,7,0,19
80372.18218,55.44970222,0,0,0,1,0,20.28,0,35,0,18
37500.0002,55.44420222,1,0,1,1,0,23.58,0,27,0,19
12500.0036,55.44760222,1,0,1,0,1,31,0,35,0,19
37500.0011,69.055173,0,0,1,1,1,2.46,0,2,0,7
42500.0017,69.055773,1,0,1,1,1,8.76,0,6,0,9
125000.0019,49.38999,1,0,1,1,0,38.16,0,24,0,11
125000.0051,65.973615,0,0,1,1,0,17.94,0,34,0,10
225000.004,59.642604,0,0,1,1,1,17.46,0,27,0,17
17500.0054,90.729562,0,0,1,1,1,3.46,0,3,0,17
37500.0022,68.642857,0,0,1,1,0,3.5,0,7,0,11
17500.0076,89.480564,0,0,1,1,1,0.87,0,7,0,10
32500.0071,55.45110222,0,0,0,1,0,6.6,0,8,0,16
12500.0041,67.809713,0,1,0,0,0,0.69,0,7,0,8
62500.009,55.45300222,1,0,1,1,0,38.92,0,36,0,12
37500.0022,64.894739,1,0,1,1,1,0.96,0,9,0,17
42500.0029,55.44690222,0,0,1,1,0,16.6,0,41,0,14
32500.004,55.44800222,1,0,1,1,1,21.12,0,23,0,18
87500.0037,50.391106,0,0,1,1,1,27.04,0,34,0,13
32500.0019,70.474179,0,0,1,0,1,3.28,0,7,0,8
87500.0073,60.14693,0,0,1,1,0,22.89,0,41,0,16
125000.0049,54.97273,1,0,1,1,1,58.86,0,2,0,9
5000.0093,55.45330222,1,0,1,0,0,21.7,0,13,0,13
80372.18138,55.44890222,0,0,1,1,0,11.88,0,4,0,19
80372.17698,55.44450222,0,0,0,1,0,19.7,0,6,0,7
12500.0024,55.44640222,1,0,1,1,1,4.8,0,6,0,9
80372.17928,55.44680222,0,0,1,1,0,11.7,0,2,0,17
47500.006,63.562468,1,0,1,1,0,20.34,0,24,0,16
12500.0015,76.894039,1,0,1,0,0,5.14,0,3,0,9
125000.0054,61.226481,0,0,1,1,1,4.38,0,3,0,19
47500.0018,71.725277,1,0,1,1,1,12.88,0,402,1,8
70000.0068,70.646088,1,0,1,1,0,9,0,522,1,16
5000.0089,56.230666,1,0,1,0,0,11.9,0,8,0,17
37500.0016,68.475248,0,0,0,1,0,2.44,0,1,0,13
32500.0039,58.810197,0,0,0,1,1,4.98,0,8,0,12
47500.0013,55.44530222,1,0,0,1,1,24.57,0,25,0,9
125000.0076,85.732446,0,0,1,1,1,6,0,426,1,18
70000.0048,79.810413,1,0,1,1,0,20.79,0,39,0,16
125000.0059,67.310486,0,0,1,1,1,15.42,0,237,1,12
12500.0011,69.38919,0,0,1,0,1,1.36,0,8,0,18
225000.0099,51.229613,1,0,1,1,1,25.74,0,43,0,9
70000.0094,50.566553,1,0,1,1,1,44.28,0,30,0,17
80372.18308,55.45060222,0,0,1,1,0,14.16,0,2,0,19
80372.18308,55.45060222,0,0,1,1,0,13.32,0,2,0,13
47500.0077,77.976215,1,0,1,1,1,15,0,7,0,17
37500.0034,58.390806,1,0,1,1,0,7.65,0,7,0,19
87500.0025,54.140761,1,0,1,1,1,0.36,0,8,0,11
42500.0067,65.060773,0,0,0,0,0,3.2,0,8,0,18
42500.0061,68.813766,0,0,1,0,0,1.18,0,6,0,18
62500.0048,90.644088,0,0,1,1,1,1.72,0,7,0,7
62500.0072,60.061957,0,0,1,1,1,3.57,0,6,0,10
250000.0033,60.058057,0,0,1,1,0,11.16,0,4,0,18
70000.0002,55.44420222,1,0,0,1,1,56.7,0,39,0,16
42500.0095,60.064257,0,0,1,1,1,0.52,0,9,0,11
87500.0064,79.393121,1,0,1,1,1,39.24,0,27,0,8
52500.0064,65.479364,0,0,1,1,1,1.26,0,6,0,15
27500.0037,84.562222,0,0,1,1,1,1.11,0,6,0,14
52500.0013,55.44530222,0,0,1,1,0,16.9,0,41,0,14
62500.0076,69.647573,0,0,1,1,1,5.64,0,414,1,14
70000.0011,84.222866,1,0,1,1,1,4.69,0,567,1,13
32500.0051,81.973615,0,0,1,0,0,2.05,0,5,0,18
62500.0088,65.229881,0,1,0,0,1,1.86,0,124,1,15
17500.0057,92.394475,0,0,1,1,0,2.07,0,6,0,7
37500.0099,63.733377,0,0,1,1,0,3.2,0,7,0,8
12500.0065,74.89767,0,0,1,0,1,0.07,0,5,0,10
27500.0041,46.30937,1,0,0,1,0,36.36,0,13,0,15
57500.0072,54.479479,0,0,1,1,0,22.41,0,39,0,12
70000.001,55.44500222,0,0,1,1,0,23.45,0,25,0,18
32500.0085,95.731977,1,0,1,1,0,6.3,0,4,0,12
22500.0072,81.146146,1,0,1,1,0,2.85,0,6,0,19
17500.0059,69.39399,1,0,1,0,0,0.52,0,7,0,9
57500.0014,39.807013,1,0,1,1,0,21.06,0,44,0,13
125000.0063,53.813282,1,0,1,1,0,42.3,0,2,0,16
27500.0013,86.221697,0,0,1,1,0,1.27,0,5,0,19
57500.0041,70.142361,1,0,1,1,0,21.07,0,15,0,9
17500.0019,76.642557,1,0,1,1,1,6.66,0,6,0,6
125000.0067,51.059404,1,0,1,1,0,20.88,0,22,0,11
87500.0088,65.566637,1,0,1,1,1,51.3,0,21,0,12
62500.0091,82.733262,0,0,1,1,1,0.26,0,7,0,8
17500.0002,74.724362,0,0,1,1,0,3.38,0,9,0,10
37500.0056,70.393006,1,0,1,1,0,13.16,0,8,0,11
87500.0013,57.641273,0,0,1,1,1,10.08,0,1,0,7
80372.18398,55.45150222,0,0,1,1,0,25.76,0,27,0,13
47500.0066,87.393321,0,0,1,1,1,0.88,0,167,1,18
12500.0071,79.311686,0,1,0,1,0,1.42,0,9,0,18
37500.0028,70.141061,0,0,1,1,1,0.39,0,226,1,15
17500.0069,88.061657,0,0,0,0,0,1.45,0,3,0,10
42500.0026,62.808897,1,0,1,0,1,16.32,0,38,0,9
22500.0062,45.898055,1,0,1,0,1,9.72,0,7,0,13
32500.0039,59.390621,1,0,1,0,0,22.19,0,36,0,8
125000.0024,54.641688,1,0,1,1,1,61.02,0,5,0,10
57500.0025,55.558968,1,0,1,1,0,40.17,0,44,0,15
57500.0014,48.893939,1,0,1,1,0,1.44,0,6,0,12
80372.17938,55.44690222,0,0,1,1,0,5.7,0,6,0,10
87500.0007,54.557853,1,0,1,1,0,4.86,0,1,0,12
52500.0076,61.814582,0,0,1,0,0,4.96,0,8,0,11
37500.0085,84.397275,1,0,1,1,0,0.2,0,8,0,12
22500.0001,86.724262,0,0,1,1,0,2.85,0,2,0,15
52500.0023,37.056373,1,0,1,0,1,38.61,0,34,0,6
17500.0005,78.220897,1,0,1,1,0,5.64,0,9,0,9
32500.0085,57.648473,0,0,1,1,0,0.06,0,6,0,14
70000.001,55.305586,1,0,1,1,1,40.32,0,33,0,10
62500.0065,42.89767,1,0,1,1,1,61.38,0,38,0,9
27500.0073,67.144877,1,0,1,0,0,9.85,0,4,0,6
87500.0056,75.392321,1,0,1,1,1,25.92,0,35,0,19
47500.0025,55.44650222,0,0,1,1,0,5.55,0,5,0,11
125000.0077,69.480664,0,0,1,1,1,18.97,0,27,0,6
87500.0014,61.969915,1,0,1,1,1,24.44,0,8,0,15
5000.0048,55.44880222,1,0,1,0,0,27.94,0,26,0,11
125000.0025,66.140761,0,0,1,1,1,18.54,0,20,0,7
17500.0027,68.476348,0,0,1,0,0,2.88,0,8,0,6
42500.001,55.44500222,0,0,1,1,0,13.85,0,7,0,15
250000.0051,82.729262,1,0,1,1,0,34.44,0,30,0,17
37500.0035,67.056204,0,0,1,1,0,5.4,0,6,0,14
32500.007,38.97483,1,0,1,0,1,20.68,0,14,0,17
32500.0096,55.45360222,0,0,0,1,0,0.32,0,9,0,11
62500.009,47.061704,1,0,1,1,1,37.98,0,35,0,10
42500.0012,81.474164,1,0,0,1,1,13.12,0,9,0,8
250000.0073,69.061373,1,0,1,1,0,32.55,0,24,0,16
80372.18508,55.45260222,0,0,0,0,0,8,0,2,0,16
17500.003,63.055704,0,0,1,1,0,1.31,0,8,0,13
37500.0001,60.807766,0,0,1,0,1,0.26,0,6,0,7
12500.0048,55.44880222,1,1,0,0,0,28.16,0,29,0,19
32500.0019,69.893755,0,1,0,1,1,2.3,0,7,0,13
87500.0021,68.72763,1,0,1,1,0,33.15,0,246,1,15
225000.006,56.227766,1,0,1,1,0,47.7,0,32,0,12
42500.0087,92.063457,0,0,1,1,0,3.19,0,8,0,18
80372.17838,55.44590222,0,0,0,1,0,12.4,0,4,0,14
225000.0043,49.058373,1,0,1,1,0,20.88,0,29,0,9
125000.0025,57.475464,0,0,1,1,0,20.61,0,3,0,9
80372.18288,55.45040222,0,0,0,0,0,22.8,0,22,0,19
17500.0099,97.230981,0,0,1,1,0,0.52,0,6,0,19
125000.0028,53.809782,0,0,1,1,1,9,0,7,0,14
47500.0041,55.223813,1,0,1,1,1,41.02,0,22,0,15
70000.0007,65.221781,1,0,1,1,0,15.84,0,5,0,16
42500.0014,58.30667,1,0,1,0,1,8.72,0,1,0,9
42500.0089,62.229297,1,0,1,0,0,19.53,0,24,0,14
250000.0082,79.564668,1,0,1,1,1,42.77,0,32,0,11
87500.0073,52.814966,1,0,0,1,0,26.46,0,33,0,9
5000.0057,76.73123,0,0,1,0,1,0.66,0,7,0,13
37500.0083,55.45230222,1,0,1,1,1,21.96,0,44,0,6
62500.0086,66.480879,1,0,1,1,0,21.24,0,33,0,12
22500.0054,68.394175,1,0,1,0,0,13.92,0,7,0,7
80372.18108,55.44860222,0,0,0,1,0,9.35,0,1,0,17
52500.0032,55.44720222,1,0,1,1,1,20.02,0,22,0,16
70000.0019,55.44590222,1,0,1,1,0,48.24,0,28,0,15
17500.0035,63.973384,1,0,0,0,0,6.04,0,6,0,16
57500.0096,57.978115,1,0,1,1,1,30.8,0,27,0,6
125000.0017,89.307655,1,0,1,1,0,36.41,0,28,0,8
17500.0003,80.969499,1,0,1,1,0,5.64,0,5,0,6
57500.0057,56.73123,1,0,1,1,0,17.36,0,37,0,15
42500.0028,43.055504,1,0,1,0,1,13.35,0,6,0,12
27500.0013,66.30657,0,0,0,1,0,3.43,0,8,0,18
87500.0016,56.809266,0,0,1,1,0,18.34,0,35,0,13
70000.0021,55.44610222,1,0,1,1,0,61.92,0,34,0,17
47500.0051,105.973615,1,0,0,1,0,13.12,0,6,0,8
70000.0072,102.31247,1,0,1,1,0,19.26,0,30,0,15
27500.007,72.395775,0,0,1,1,1,1.09,0,5,0,14
125000.0099,49.816882,0,0,1,1,1,54.54,0,20,0,17
70000.003,64.972199,0,0,1,0,0,0.44,0,4,0,14
12500.0068,62.31207,0,0,0,0,1,2.85,0,7,0,6
80372.18578,55.45330222,0,0,0,1,0,27.6,0,4,0,12
32500.0012,64.970399,0,0,0,0,1,2.75,0,7,0,11
52500.0002,55.44420222,1,0,0,0,0,37.05,0,35,0,13
57500.0085,55.45250222,1,0,1,1,0,45.22,0,32,0,14
87500.009,56.315639,0,0,0,1,1,18.72,0,34,0,11
47500.0032,56.057957,1,0,1,1,0,20.34,0,35,0,10
87500.0045,79.057204,1,0,1,1,0,41.04,0,22,0,11
70000.0036,55.44760222,0,0,1,1,0,24,0,3,0,19
57500.0024,54.808697,1,0,1,1,0,35.28,0,22,0,14
125000.0007,51.053404,1,0,1,1,1,34.2,0,43,0,7
37500.0079,84.481548,1,0,1,1,0,3.55,0,4,0,19
80372.18498,55.45250222,0,0,0,1,0,10.48,0,1,0,16
52500.001,70.96883,1,0,0,1,0,5.84,0,7,0,15
87500.0047,69.143646,1,0,1,1,0,37.95,0,21,0,13
80372.18398,55.45150222,0,0,0,1,0,7.84,0,3,0,10
5000.0003,99.220013,0,0,1,0,0,2.05,0,9,0,11
57500.0079,55.977784,0,0,1,1,0,19.56,0,16,0,9
5000.0045,52.226266,1,0,1,0,0,19.2,0,16,0,19
70000.0062,55.45020222,1,0,0,1,0,45.54,0,3,0,15
32500.0061,85.563937,0,0,1,0,0,0.84,0,6,0,15
70000.0016,57.474564,1,0,1,1,1,38.22,0,19,0,16
5000.0051,40.14473,1,0,0,1,0,10.56,0,7,0,13
125000.0064,66.31167,0,0,0,0,0,16.68,0,26,0,7
5000.0007,91.472295,0,0,0,0,0,2.38,0,3,0,13
87500.0094,78.648688,1,0,1,1,1,33.41,0,33,0,14
57500.0024,66.140661,1,0,1,1,0,2.25,0,219,1,7
57500.0047,55.44870222,1,0,1,1,0,44.64,0,43,0,15
5000.0041,78.142361,0,0,0,0,0,2.79,0,4,0,6
70000.0096,51.648204,0,0,1,1,1,39.91,0,21,0,9
37500.0085,75.395221,1,0,1,0,0,13.15,0,5,0,11
47500.0038,66.810097,1,0,1,1,0,15.48,0,9,0,7
27500.0035,72.392275,1,0,1,1,0,5.34,0,7,0,9
87500.004,55.44800222,0,0,0,1,0,22.82,0,23,0,10
32500.0089,55.45290222,1,0,1,1,0,22.61,0,6,0,11
80372.17798,55.44550222,0,0,0,1,0,11,0,2,0,11
70000.002,55.44600222,0,0,0,0,0,21.77,0,31,0,7
87500.0013,69.969815,1,0,0,1,1,16.4,0,23,0,14
87500.0001,51.805713,1,0,1,1,1,61.02,0,18,0,8
